Source,State,County,GEO_ID,Year,Sector,Industry,Establishments,Employment,Wages,GDP
ENOW,Maine,York,23031,2019,Construction,All Industries,5,20,1404371,1719626
ENOW,Maine,York,23031,2019,Living Resources,All Industries,35,279,12251064,30479135
ENOW,Maine,York,23031,2019,Minerals,All Industries,8,38,1891450,
ENOW,Maine,York,23031,2019,Ship & Boat Building,All Industries,7,6165,492195836,490829804
ENOW,Maine,York,23031,2019,Tourism & Recreation,All Industries,668,8530,216013460,423866551
ENOW,Maine,York,23031,2019,Transportation,All Industries,9,428,19658583,27352953
ENOW,Maine,York,23031,2018,Construction,All Industries,,,,
ENOW,Maine,York,23031,2018,Living Resources,All Industries,34,353,14673722,37372130
ENOW,Maine,York,23031,2018,Minerals,All Industries,6,38,1859706,
ENOW,Maine,York,23031,2018,Ship & Boat Building,All Industries,7,5759,469397934,480934836
ENOW,Maine,York,23031,2018,Tourism & Recreation,All Industries,652,8493,209094479,419968932
ENOW,Maine,York,23031,2018,Transportation,All Industries,8,415,21611659,29727278
ENOW,Maine,York,23031,2017,Construction,All Industries,,,,
ENOW,Maine,York,23031,2017,Living Resources,All Industries,33,422,15930133,40068216
ENOW,Maine,York,23031,2017,Minerals,All Industries,6,37,1893789,
ENOW,Maine,York,23031,2017,Ship & Boat Building,All Industries,7,5489,455376309,457532140
ENOW,Maine,York,23031,2017,Tourism & Recreation,All Industries,656,8218,198988968,398489558
ENOW,Maine,York,23031,2017,Transportation,All Industries,9,422,20756281,28858169
ENOW,Maine,York,23031,2016,Construction,All Industries,5,21,1222412,1648570
ENOW,Maine,York,23031,2016,Living Resources,All Industries,32,323,12384288,31309672
ENOW,Maine,York,23031,2016,Minerals,All Industries,6,38,1805699,
ENOW,Maine,York,23031,2016,Ship & Boat Building,All Industries,4,5322,436480912,422544381
ENOW,Maine,York,23031,2016,Tourism & Recreation,All Industries,639,7932,188031028,373314218
ENOW,Maine,York,23031,2016,Transportation,All Industries,9,400,20608295,29089331
ENOW,Maine,York,23031,2015,Construction,All Industries,5,20,1219542,1697148
ENOW,Maine,York,23031,2015,Living Resources,All Industries,18,49,964454,
ENOW,Maine,York,23031,2015,Minerals,All Industries,5,42,2030575,
ENOW,Maine,York,23031,2015,Ship & Boat Building,All Industries,5,5027,410573878,390980799
ENOW,Maine,York,23031,2015,Tourism & Recreation,All Industries,632,7774,177556670,363734729
ENOW,Maine,York,23031,2015,Transportation,All Industries,9,430,22737204,31616932
ENOW,Maine,York,23031,2014,Construction,All Industries,5,23,1132791,1643375
ENOW,Maine,York,23031,2014,Living Resources,All Industries,19,111,2963106,6101033
ENOW,Maine,York,23031,2014,Minerals,All Industries,5,38,1741523,
ENOW,Maine,York,23031,2014,Ship & Boat Building,All Industries,4,4701,383385399,363357605
ENOW,Maine,York,23031,2014,Tourism & Recreation,All Industries,634,7816,167719501,348893139
ENOW,Maine,York,23031,2014,Transportation,All Industries,8,438,21852814,31728206
ENOW,Maine,York,23031,2013,Construction,All Industries,8,44,2685861,4084863
ENOW,Maine,York,23031,2013,Living Resources,All Industries,18,54,1837235,5252212
ENOW,Maine,York,23031,2013,Minerals,All Industries,6,38,1726993,5437156
ENOW,Maine,York,23031,2013,Ship & Boat Building,All Industries,4,4623,366259129,349589838
ENOW,Maine,York,23031,2013,Tourism & Recreation,All Industries,631,7689,162362277,337953897
ENOW,Maine,York,23031,2013,Transportation,All Industries,9,410,19878020,28939510
ENOW,Maine,York,23031,2012,Construction,All Industries,7,55,3465025,5765597
ENOW,Maine,York,23031,2012,Living Resources,All Industries,17,63,1737893,2798186
ENOW,Maine,York,23031,2012,Minerals,All Industries,7,33,1502836,4304330
ENOW,Maine,York,23031,2012,Ship & Boat Building,All Industries,4,4680,383434750,376336572
