"","PortID","PortName","allExpValYr","cntValYr","cntValWtYr","time","Year","State","PortNameTiCase","County_GEOID","CountyName"
"1","5402","ALEXANDRIA, VA",404037,260304,805158,"2013-12","2013"," VA","Alexandria","51059","Fairfax"
"2","5313","PORT LAVACA, TX",836872581,46553149,115829262,"2013-12","2013"," TX","Port Lavaca","48057","Calhoun"
"3","5401","WASHINGTON, DC",5111609621,1491742,577363,"2013-12","2013"," DC","Washington","51013","Arlington"
"4","3202","HILO, HI",15924323,640669,1877240,"2013-12","2013"," HI","Hilo","15001","Hawaii"
"5","3115","SITKA, AK",5472892,71849,39517,"2013-12","2013"," AK","Sitka","02105","Hoonah-Angoon"
"6","3126","ANCHORAGE, AK",14708691643,100063333,42821683,"2013-12","2013"," AK","Anchorage","02170","Matanuska-Susitna"
"7","3201","HONOLULU, HI",272303436,93955349,167722049,"2013-12","2013"," HI","Honolulu","15003","Honolulu"
"8","3203","KAHULUI, HI",57550750,4349512,2661882,"2013-12","2013"," HI","Kahului","15009","Maui"
"9","3206","KONA, HI",26435873,3312309,3298686,"2013-12","2013"," HI","Kona","15001","Hawaii"
"10","3501","MINNEAPOLIS-ST. PAUL, MN",2120168975,0,0,"2013-12","2013"," MN","Minneapolis-St. Paul","27054","Hennepin"
"11","3510","DULUTH, MN - SUPERIOR, WI",498765244,1976155,281151,"2013-12","2013"," WI","Duluth","55031","Douglas"
"12","3604","INTERNATIONAL FALLS-RANIER, MN",6190908145,252128860,216161091,"2013-12","2013"," MN","International Falls","27071","Koochiching"
"13","3701","MILWAUKEE, WI",65802008,259302,46881,"2013-12","2013"," WI","Milwaukee","55133","Waukesha"
"14","3702","MARINETTE, WI",4902120,108068,7394,"2013-12","2013"," WI","Marinette","55075","Marinette"
"15","3703","GREEN BAY, WI",57232776,39235,17102,"2013-12","2013"," WI","Green Bay","55009","Brown"
"16","3706","MANITOWOC, WI",6419128,0,0,"2013-12","2013"," WI","Manitowoc","55071","Manitowoc"
"17","3707","SHEBOYGAN, WI",23557,0,0,"2013-12","2013"," WI","Sheboygan","55117","Sheboygan"
"18","3803","SAULT STE MARIE, MI",1215669450,4135223,819583,"2013-12","2013"," MI","Sault Ste. Marie","26033","Chippewa"
"19","3708","RACINE, WI",5686555,174821,9453,"2013-12","2013"," WI","Racine","55101","Racine"
"20","3801","DETROIT, MI",81546251780,714187891,140828212,"2013-12","2013"," MI","Detroit","26125","Oakland"
"21","3802","PORT HURON, MI",45535843459,412487149,62783348,"2013-12","2013"," MI","Port Huron","26147","St. Clair"
"22","3804","SAGINAW-BAY CITY, MI",18000,18000,20000,"2013-12","2013"," MI","Saginaw/Bay City","26145","Saginaw"
"23","3806","GRAND RAPIDS, MI",4271755,0,0,"2013-12","2013"," MI","Grand Rapids","26081","Kent"
"24","3808","ESCANABA, MI",1658044,0,0,"2013-12","2013"," MI","Escanaba","26041","Delta"
"25","2713","PORT HUENEME, CA",826061811,88223803,37768178,"2013-12","2013"," CA","Port Hueneme","06111","Ventura"
"26","2719","MORRO BAY, CA",459036,97744,18755,"2013-12","2013"," CA","Morro Bay","06079","San Luis Obispo"
"27","2802","EUREKA, CA",22686198,0,0,"2013-12","2013"," CA","Eureka","06023","Humboldt"
"28","2805","MONTEREY, CA",586663,491562,128811,"2013-12","2013"," CA","Monterey","06053","Monterey"
"29","2809","SAN FRANCISCO, CA",1662066016,40901193,40036641,"2013-12","2013"," CA","San Francisco","06081","San Mateo"
"30","2810","STOCKTON, CA",354862184,26100,120757,"2013-12","2013"," CA","Stockton","06077","San Joaquin"
"31","2811","OAKLAND, CA",20142461443,14576710981,6586432990,"2013-12","2013"," CA","Oakland","06001","Alameda"
"32","2812","RICHMOND, CA",1483320270,172754092,181580637,"2013-12","2013"," CA","Richmond","06001","Alameda"
"33","2829","SAN PABLO BAY, CA",129323981,43309616,50191884,"2013-12","2013"," CA","San Pablo Bay","06013","Contra Costa"
"34","2820","MARTINEZ, CA",1342813780,0,0,"2013-12","2013"," CA","Martinez","06013","Contra Costa"
"35","2821","REDWOOD CITY, CA",138625,0,0,"2013-12","2013"," CA","Redwood City","06081","San Mateo"
"36","2830","CARQUINEZ STRAIT, CA",32465153,0,0,"2013-12","2013"," CA","Carquinez Strait","06013","Contra Costa"
"37","2901","ASTORIA, OR",51248977,1171669,156802,"2013-12","2013"," OR","Astoria","41007","Clatsop"
"38","2902","NEWPORT, OR",15839624,10583345,3685580,"2013-12","2013"," OR","Newport","41041","Lincoln"
"39","2903","COOS BAY, OR",170406096,2449760,38062436,"2013-12","2013"," OR","Coos Bay","41011","Coos"
"40","2904","PORTLAND, OR",4423066195,782803698,716088928,"2013-12","2013"," OR","Portland","41067","Washington"
"41","2905","LONGVIEW, WA",3138083345,18235224,77378308,"2013-12","2013"," WA","Longview","53015","Cowlitz"
"42","2908","VANCOUVER, WA",2086606009,89118016,155597955,"2013-12","2013"," WA","Vancouver","53011","Clark"
"43","2909","KALAMA, WA",3216136703,556511,202681,"2013-12","2013"," WA","Kalama","53015","Cowlitz"
"44","3001","SEATTLE, WA",7695371982,4936843721,4457367473,"2013-12","2013"," WA","Seattle","53035","Kitsap"
"45","3002","TACOMA, WA",11151597279,7551097971,4926214468,"2013-12","2013"," WA","Tacoma","53053","Pierce"
"46","3003","ABERDEEN-HOQUIAM, WA",2983868599,10900873,1290549,"2013-12","2013"," WA","Aberdeen","53027","Grays Harbor"
"47","3004","BLAINE, WA",17348592191,64124074,14817877,"2013-12","2013"," WA","Blaine","53073","Whatcom"
"48","3005","BELLINGHAM, WA",517474796,5780187,2537934,"2013-12","2013"," WA","Bellingham","53073","Whatcom"
"49","3006","EVERETT, WA",22374734040,272009770,15355566,"2013-12","2013"," WA","Everett","53061","Snohomish"
"50","3007","PORT ANGELES, WA",162394008,0,0,"2013-12","2013"," WA","Port Angeles","53009","Clallam"
"51","3008","PORT TOWNSEND, WA",553762985,550206952,889915,"2013-12","2013"," WA","Port Townsend","53031","Jefferson"
"52","3009","SUMAS, WA",1751010783,0,0,"2013-12","2013"," WA","Sumas","53073","Whatcom"
"53","3010","ANACORTES, WA",2235356802,420720,148771,"2013-12","2013"," WA","Anacortes","53057","Skagit"
"54","3014","FRIDAY HARBOR, WA",420992,0,0,"2013-12","2013"," WA","Friday Harbor","53055","San Juan"
"55","3023","LYNDEN, WA",150480395,0,0,"2013-12","2013"," WA","Lynden","53073","Whatcom"
"56","3026","OLYMPIA, WA",126146893,460028,1072859,"2013-12","2013"," WA","Olympia","53067","Thurston"
"57","3101","JUNEAU, AK",246482013,180304,98816,"2013-12","2013"," AK","Juneau","02105","Hoonah-Angoon"
"58","3102","KETCHIKAN, AK",62571722,917246,439046,"2013-12","2013"," AK","Ketchikan","02130","Ketchikan Gateway"
"59","3103","SKAGWAY, AK",138899451,0,0,"2013-12","2013"," AK","Skagway","02230","Skagway"
"60","3105","WRANGELL, AK",10162004,9601483,5115078,"2013-12","2013"," AK","Wrangell","02275","Wrangell"
"61","3111","FAIRBANKS, AK",51398437,246141,105,"2013-12","2013"," AK","Fairbanks","02090","Fairbanks North Star"
"62","0502","PROVIDENCE, RI",299175646,533584,50999,"2013-12","2013"," RI","Providence","44007","Providence"
"63","0503","MELLVILLE, RI",23835451,0,0,"2013-12","2013"," RI","Mellville","44005","Newport"
"64","0701","OGDENSBURG, NY",431373737,0,0,"2013-12","2013"," NY","Ogdensburg","36089","St. Lawrence"
"65","0704","MASSENA, NY",144903982,129085,40129,"2013-12","2013"," NY","Massena","36089","St. Lawrence"
"66","0706","CAPE VINCENT, NY",2022277,0,0,"2013-12","2013"," NY","Cape Vincent","36045","Jefferson"
"67","0708","ALEXANDRIA BAY, NY",6734770855,5364138,315746,"2013-12","2013"," NY","Alexandria Bay","36045","Jefferson"
"68","0714","CLAYTON, NY",994165,0,0,"2013-12","2013"," NY","Clayton","36045","Jefferson"
"69","0901","BUFFALO-NIAGARA FALLS, NY",44827244460,144670963,8047096,"2013-12","2013"," NY","Buffalo-Niagara Falls","36029","Erie"
"70","0903","ROCHESTER, NY",5186589,138257,28427,"2013-12","2013"," NY","Rochester","36055","Monroe"
"71","0904","OSWEGO, NY",1764539,0,0,"2013-12","2013"," NY","Oswego","36075","Oswego"
"72","0905","SODUS POINT, NY",7925031,0,0,"2013-12","2013"," NY","Sodus Point","36117","Wayne"
"73","0906","SYRACUSE, NY",149907372,0,0,"2013-12","2013"," NY","Syracuse","36067","Onondaga"
"74","1001","NEW YORK, NY",39475268981,28461456342,7308487395,"2013-12","2013"," NY","New York","36005","Bronx"
"75","1002","ALBANY, NY",770840441,3059098,226803,"2013-12","2013"," NY","Albany","36001","Albany"
"76","1101","PHILADELPHIA, PA",5162378689,1462716733,346109608,"2013-12","2013"," PA","Philadelphia","42017","Bucks"
"77","1102","CHESTER, PA",1941869724,1700803694,333316158,"2013-12","2013"," PA","Chester","42045","Delaware"
"78","1103","WILMINGTON, DE",3003071377,302688665,188385837,"2013-12","2013"," DE","Wilmington","34033","Salem"
"79","1104","PITTSBURGH, PA",59017696,0,0,"2013-12","2013"," PA","Pittsburgh","42003","Allegheny"
"80","1105","PAULSBORO, NJ",885979872,200079,75547,"2013-12","2013"," NJ","Paulsboro","42045","Delaware"
"81","1107","CAMDEN, NJ",214838141,37651525,541016,"2013-12","2013"," NJ","Camden","42101","Philadelphia"
"82","1113","GLOUCESTER CITY, NJ",60655649,3944437,1876845,"2013-12","2013"," NJ","Gloucester City","34015","Gloucester"
"83","1301","ANNAPOLIS, MD",18649926,1144424,344009,"2013-12","2013"," MD","Annapolis","24003","Anne Arundel"
"84","1302","CAMBRIDGE, MD",12099,0,0,"2013-12","2013"," MD","Cambridge","24019","Dorchester"
"85","1303","BALTIMORE, MD",21021889347,4865561922,1503240969,"2013-12","2013"," MD","Baltimore","24005","Baltimore"
"86","1304","CRISFIELD, MD",77191,73728,43351,"2013-12","2013"," MD","Crisfield","24039","Somerset"
"87","1401","NORFOLK-NEWPORT NEWS, VA",29714654686,19992031716,6894729729,"2013-12","2013"," VA","Norfolk-Newport News","51811","Virginia Beach"
"88","1404","RICHMOND-PETERSBURG, VA",8924552,3020221,612318,"2013-12","2013"," VA","Richmond-Petersburg","51812","Virginia Beach"
"89","1409","CHARLESTON, WV",138874,0,0,"2013-12","2013"," WV","Charleston","51813","Virginia Beach"
"90","1410","FRONT ROYAL, VA",740296,0,0,"2013-12","2013"," VA","Front Royal","51187","Warren"
"91","1501","WILMINGTON, NC",3812843375,2226343950,989223455,"2013-12","2013"," NC","Wilmington","37129","New Hanover"
"92","1502","WINSTON-SALEM, NC",33158691,0,0,"2013-12","2013"," NC","Winston-Salem","37067","Forsyth"
"93","1503","DURHAM, NC",639352491,0,0,"2013-12","2013"," NC","Durham","37183","Wake"
"94","1511","BEAUFORT-MOREHEAD CITY, NC",371087732,563400,5101835,"2013-12","2013"," NC","Beaufort-Morehead Cty","37031","Carteret"
"95","1512","CHARLOTTE, NC",564303732,0,0,"2013-12","2013"," NC","Charlotte","45091","York"
"96","1601","CHARLESTON, SC",25903961147,13850270321,4648820081,"2013-12","2013"," SC","Charleston","45019","Charleston"
"97","1602","GEORGETOWN, SC",510088,474825,86631,"2013-12","2013"," SC","Georgetown","45043","Georgetown"
"98","1604","COLUMBIA, SC",347334,0,0,"2013-12","2013"," SC","Columbia","45079","Richland"
"99","1701","BRUNSWICK, GA",5007920672,225042020,66505623,"2013-12","2013"," GA","Brunswick","13127","Glynn"
"100","1703","SAVANNAH, GA",29251054074,20020861819,10831697223,"2013-12","2013"," GA","Savannah","13103","Effingham"
"101","1704","ATLANTA, GA",13308066507,0,0,"2013-12","2013"," GA","Atlanta","13067","Cobb"
"102","1801","TAMPA, FL",2554443384,88347304,67048963,"2013-12","2013"," FL","Tampa","12057","Hillsborough"
"103","1803","JACKSONVILLE, FL",12372831263,3882329008,1081636722,"2013-12","2013"," FL","Jacksonville","12089","Nassau"
"104","1805","FERNANDINA, FL",168807189,63208813,29846797,"2013-12","2013"," FL","Fernandina Beach","12089","Nassau"
"105","1808","ORLANDO, FL",1060133609,0,0,"2013-12","2013"," FL","Orlando","12097","Osceola"
"106","1814","ST. PETERSBURG, FL",37142,0,0,"2013-12","2013"," FL","St. Petersburg","12057","Hillsborough"
"107","1816","PORT CANAVERAL, FL",144829492,544557,418396,"2013-12","2013"," FL","Port Canaveral","12009","Brevard"
"108","1818","PANAMA CITY, FL",721003989,331316915,138213256,"2013-12","2013"," FL","Panama City","12005","Bay"
"109","1819","PENSACOLA, FL",219922496,186510,207184,"2013-12","2013"," FL","Pensacola","12113","Santa Rosa"
"110","0101","PORTLAND, ME",76473630,34657121,13572595,"2013-12","2013"," ME","Portland","23005","Cumberland"
"111","0102","BANGOR, ME",664908051,313305,68307,"2013-12","2013"," ME","Bangor","23019","Penobscot"
"112","0103","EASTPORT, ME",288506100,43575297,71112116,"2013-12","2013"," ME","Eastport","23029","Washington"
"113","0105","VANCEBORO, ME",196011838,0,0,"2013-12","2013"," ME","Vanceboro","23029","Washington"
"114","0106","HOULTON, ME",1194763408,0,0,"2013-12","2013"," ME","Houlton","23003","Aroostook"
"115","0107","FORT FAIRFIELD, ME",15523830,0,0,"2013-12","2013"," ME","Fort Fairfield","23003","Aroostook"
"116","0108","VAN BUREN, ME",29663652,0,0,"2013-12","2013"," ME","Van Buren","23003","Aroostook"
"117","0109","MADAWASKA, ME",44975944,0,0,"2013-12","2013"," ME","Madawaska","23003","Aroostook"
"118","0110","FORT KENT, ME",5087794,0,0,"2013-12","2013"," ME","Fort Kent","23003","Aroostook"
"119","0111","BATH, ME",772594,0,0,"2013-12","2013"," ME","Bath","23005","Cumberland"
"120","0112","BAR HARBOR, ME",1031206,0,0,"2013-12","2013"," ME","Bar Harbor","23009","Hancock"
"121","0115","CALAIS, ME",1524924625,7748024,2834293,"2013-12","2013"," ME","Calais","23029","Washington"
"122","0118","LIMESTONE, ME",5314936,0,0,"2013-12","2013"," ME","Limestone","23003","Aroostook"
"123","0121","ROCKLAND, ME",471719,0,0,"2013-12","2013"," ME","Rockland","23013","Knox"
"124","0122","JONESPORT, ME",323943,320711,177339,"2013-12","2013"," ME","Jonesport","23029","Washington"
"125","0131","PORTSMOUTH, NH",584179813,64975518,45998849,"2013-12","2013"," NH","Portsmouth","33015","Rockingham"
"126","0132","BELFAST, ME",181350,0,0,"2013-12","2013"," ME","Belfast","23027","Waldo"
"127","0152","SEARSPORT, ME",188707,0,0,"2013-12","2013"," ME","Searsport","23027","Waldo"
"128","0401","BOSTON, MA",1234937162,705342842,465363327,"2013-12","2013"," MA","Boston","25021","Norfolk"
"129","0402","SPRINGFIELD, MA",148694,0,0,"2013-12","2013"," MA","Springfield","25013","Hampden"
"130","0403","WORCESTER, MA",1464154,0,0,"2013-12","2013"," MA","Worcester","25027","Worcester"
"131","0404","GLOUCESTER, MA",1471983,1452624,549008,"2013-12","2013"," MA","Gloucester","25009","Essex"
"132","0405","NEW BEDFORD, MA",6664505,0,0,"2013-12","2013"," MA","New Bedford","25005","Bristol"
"133","0406","PLYMOUTH, MA",71119,0,0,"2013-12","2013"," MA","Plymouth","25023","Plymouth"
"134","0407","FALL RIVER, MA",673772,595100,150803,"2013-12","2013"," MA","Fall River","44005","Newport"
"135","0408","SALEM, MA",654390,474136,242078,"2013-12","2013"," MA","Salem","25009","Essex"
"136","0410","BRIDGEPORT, CT",934367,21800,6589,"2013-12","2013"," CT","Bridgeport","09001","Fairfield"
"137","0411","HARTFORD, CT",211799713,8250,299,"2013-12","2013"," CT","Hartford","09003","Hartford"
"138","0412","NEW HAVEN, CT",148856757,0,0,"2013-12","2013"," CT","New Haven","09009","New Haven"
"139","0413","NEW LONDON, CT",2429548,0,0,"2013-12","2013"," CT","New London","09011","New London"
"140","0501","NEWPORT, RI",7697745,287633,62159,"2013-12","2013"," RI","Newport","44005","Newport"
"141","3816","GRAND HAVEN, MI",96130,0,0,"2013-12","2013"," MI","Grand Haven","26139","Ottawa"
"142","3809","MARQUETTE, MI",313952278,0,0,"2013-12","2013"," MI","Marquette","26103","Marquette"
"143","3814","ALGONAC, MI",572919,0,0,"2013-12","2013"," MI","Algonac","26147","St. Clair"
"144","3815","MUSKEGON, MI",471910,447220,43694,"2013-12","2013"," MI","Muskegon","26121","Muskegon"
"145","3818","ROGERS CITY, MI",1929199,0,0,"2013-12","2013"," MI","Rogers City","26141","Presque Isle"
"146","3843","ALPENA, MI",17397494,0,0,"2013-12","2013"," MI","Alpena","26007","Alpena"
"147","3901","CHICAGO, IL",40015838173,68480057,40155933,"2013-12","2013"," IL","Chicago","17043","DuPage"
"148","3902","PEORIA, IL",5918130,0,0,"2013-12","2013"," IL","Peoria","17143","Peoria"
"149","3905","GARY, IN",468398,0,0,"2013-12","2013"," IN","Gary","18127","Porter"
"150","4101","CLEVELAND, OH",26237371973,10710572,2609695,"2013-12","2013"," OH","Cleveland","39035","Cuyahoga"
"151","4102","CINCINNATI-LAWRENCEBURG, OH",4205275434,0,0,"2013-12","2013"," OH","Cincinnati","39061","Hamilton"
"152","4103","COLUMBUS, OH",32951617,0,0,"2013-12","2013"," OH","Columbus","39045","Fairfield"
"153","4104","DAYTON, OH",12672801,0,0,"2013-12","2013"," OH","Dayton","39113","Montgomery"
"154","4105","TOLEDO-SANDUSKY, OH",718546860,345030,185188,"2013-12","2013"," OH","Toledo","39173","Wood"
"155","4106","ERIE, PA",861816,54845,13165,"2013-12","2013"," PA","Erie","42049","Erie"
"156","4117","HURON, OH",45722107,0,0,"2013-12","2013"," OH","Huron","39043","Erie"
"157","4121","LORAIN, OH",1796262,0,0,"2013-12","2013"," OH","Lorain","39093","Lorain"
"158","5201","MIAMI, FL",11284989874,7229745207,1837453698,"2013-12","2013"," FL","Miami","12086","Miami-Dade"
"159","5202","KEY WEST, FL",23073380,1781432,420060,"2013-12","2013"," FL","Key West","12087","Monroe"
"160","5203","PORT EVERGLADES, FL",13408169080,8084497634,1592262888,"2013-12","2013"," FL","Port Everglades","12011","Broward"
"161","5204","WEST PALM BEACH, FL",1861080016,1266048266,464190164,"2013-12","2013"," FL","West Palm Beach","12099","Palm Beach"
"162","5205","FORT PIERCE, FL",44337353,5340759,888067,"2013-12","2013"," FL","Fort Pierce","12111","St. Lucie"
"163","5301","HOUSTON, TX",94171591689,29061612946,12518625201,"2013-12","2013"," TX","Houston","48339","Montgomery"
"164","5306","TEXAS CITY, TX",9548112971,28208633,15335065,"2013-12","2013"," TX","Texas City","48071","Chambers"
"165","5310","GALVESTON, TX",2703595695,346922111,59841412,"2013-12","2013"," TX","Galveston","48167","Galveston"
"166","5311","FREEPORT, TX",1538190083,251277133,201953111,"2013-12","2013"," TX","Freeport","48039","Brazoria"
"167","5312","CORPUS CHRISTI, TX",10437823605,799385585,1387906207,"2013-12","2013"," TX","Corpus Christi","48409","San Patricio"
"168","1821","PORT MANATEE, FL",232719135,5251905,3478864,"2013-12","2013"," FL","Port Manatee","12081","Manatee"
"169","1901","MOBILE, AL",3810158534,1374858926,1411870539,"2013-12","2013"," AL","Mobile","01003","Baldwin"
"170","1902","GULFPORT, MS",1013526694,567232249,458726674,"2013-12","2013"," MS","Gulfport","28047","Harrison"
"171","1903","PASCAGOULA, MS",4784940876,50071149,90970371,"2013-12","2013"," MS","Pascagoula","28059","Jackson"
"172","1904","BIRMINGHAM, AL",11717905,0,0,"2013-12","2013"," AL","Birmingham","01073","Jefferson"
"173","1910","HUNTSVILLE, AL",3143206361,166842,25440,"2013-12","2013"," AL","Huntsville","01103","Morgan"
"174","2001","MORGAN CITY, LA",2184406787,4124998,1389944,"2013-12","2013"," LA","Morgan City","22101","St. Mary"
"175","2002","NEW ORLEANS, LA",62917958466,4652157060,2443395565,"2013-12","2013"," LA","New Orleans","22071","Orleans"
"176","2004","BATON ROUGE, LA",5046990529,12136819,27584620,"2013-12","2013"," LA","Baton Rouge","22121","West Baton Rouge"
"177","2010","GRAMERCY, LA",14942303882,35692472,25954810,"2013-12","2013"," LA","Gramercy","22093","St. James"
"178","2011","GREENVILLE, MS",172384,0,0,"2013-12","2013"," MS","Greenville","05017","Chicot"
"179","2015","VICKSBURG, MS",88016,0,0,"2013-12","2013"," MS","Vicksburg","22065","Madison"
"180","2017","LAKE CHARLES, LA",5811647553,48157727,67729025,"2013-12","2013"," LA","Lake Charles","22019","Calcasieu"
"181","2018","SHREVEPORT-BOSSIER CITY, LA",26159954,0,0,"2013-12","2013"," LA","Shreveport/Bossier City","22017","Caddo "
"182","2101","PORT ARTHUR, TX",8157332005,120503414,219050222,"2013-12","2013"," TX","Port Arthur","22023","Cameron"
"183","2103","ORANGE, TX",2937729,0,0,"2013-12","2013"," TX","Orange","48361","Orange"
"184","2104","BEAUMONT, TX",6382386586,129330555,105715251,"2013-12","2013"," TX","Beaumont","48199","Hardin"
"185","2501","SAN DIEGO, CA",895713708,62538160,9391907,"2013-12","2013"," CA","San Diego","06073","San Diego"
"186","2704","LOS ANGELES, CA",40783015641,31315611020,12579231205,"2013-12","2013"," CA","Los Angeles","06037","Los Angeles"
"187","2709","LONG BEACH, CA",39627998168,29427466453,12719575846,"2013-12","2013"," CA","Long Beach","06059","Orange"
"188","2712","VENTURA, CA",1490637,0,0,"2013-12","2013"," CA","Ventura","06111","Ventura"
"189","3501","MINNEAPOLIS-ST. PAUL, MN",2053496200,0,0,"2014-12","2014"," MN","Minneapolis-St. Paul","27054","Hennepin"
"190","3510","DULUTH, MN - SUPERIOR, WI",450741845,0,0,"2014-12","2014"," WI","Duluth","55031","Douglas"
"191","3604","INTERNATIONAL FALLS-RANIER, MN",5316556538,146980899,141908591,"2014-12","2014"," MN","International Falls","27071","Koochiching"
"192","3701","MILWAUKEE, WI",167358080,2892438,99404,"2014-12","2014"," WI","Milwaukee","55133","Waukesha"
"193","3702","MARINETTE, WI",3099325,0,0,"2014-12","2014"," WI","Marinette","55075","Marinette"
"194","3703","GREEN BAY, WI",80657104,0,0,"2014-12","2014"," WI","Green Bay","55009","Brown"
"195","3706","MANITOWOC, WI",149920,28691,1899,"2014-12","2014"," WI","Manitowoc","55071","Manitowoc"
"196","3708","RACINE, WI",232644,185102,4638,"2014-12","2014"," WI","Racine","55101","Racine"
"197","3801","DETROIT, MI",80653125114,324896903,50360650,"2014-12","2014"," MI","Detroit","26125","Oakland"
"198","3802","PORT HURON, MI",48868145508,294723717,50231681,"2014-12","2014"," MI","Port Huron","26147","St. Clair"
"199","3803","SAULT STE MARIE, MI",1145423828,84960,19198,"2014-12","2014"," MI","Sault Ste. Marie","26033","Chippewa"
"200","3804","SAGINAW-BAY CITY, MI",66644,0,0,"2014-12","2014"," MI","Saginaw/Bay City","26145","Saginaw"
"201","3806","GRAND RAPIDS, MI",10397482,0,0,"2014-12","2014"," MI","Grand Rapids","26081","Kent"
"202","3808","ESCANABA, MI",1559711,0,0,"2014-12","2014"," MI","Escanaba","26041","Delta"
"203","3809","MARQUETTE, MI",169866893,0,0,"2014-12","2014"," MI","Marquette","26103","Marquette"
"204","3814","ALGONAC, MI",1415904,625950,373557,"2014-12","2014"," MI","Algonac","26147","St. Clair"
"205","3815","MUSKEGON, MI",223463,212812,18500,"2014-12","2014"," MI","Muskegon","26121","Muskegon"
"206","3816","GRAND HAVEN, MI",195067,107800,17421,"2014-12","2014"," MI","Grand Haven","26139","Ottawa"
"207","3818","ROGERS CITY, MI",1612154,0,0,"2014-12","2014"," MI","Rogers City","26141","Presque Isle"
"208","3843","ALPENA, MI",12942558,0,0,"2014-12","2014"," MI","Alpena","26007","Alpena"
"209","3901","CHICAGO, IL",44078446314,104290956,36225563,"2014-12","2014"," IL","Chicago","17043","DuPage"
"210","3902","PEORIA, IL",1345739,0,0,"2014-12","2014"," IL","Peoria","17143","Peoria"
"211","3905","GARY, IN",92608,0,0,"2014-12","2014"," IN","Gary","18127","Porter"
"212","4101","CLEVELAND, OH",26212375134,68775107,9194280,"2014-12","2014"," OH","Cleveland","39035","Cuyahoga"
"213","4102","CINCINNATI-LAWRENCEBURG, OH",4382457294,0,0,"2014-12","2014"," OH","Cincinnati","39061","Hamilton"
"214","4103","COLUMBUS, OH",239336098,0,0,"2014-12","2014"," OH","Columbus","39045","Fairfield"
"215","4104","DAYTON, OH",33987615,0,0,"2014-12","2014"," OH","Dayton","39113","Montgomery"
"216","4105","TOLEDO-SANDUSKY, OH",774067907,17409282,42057004,"2014-12","2014"," OH","Toledo","39173","Wood"
"217","4106","ERIE, PA",54453025,480397,26412,"2014-12","2014"," PA","Erie","42049","Erie"
"218","4117","HURON, OH",7732245,0,0,"2014-12","2014"," OH","Huron","39043","Erie"
"219","4121","LORAIN, OH",20798,7286,2769,"2014-12","2014"," OH","Lorain","39093","Lorain"
"220","5201","MIAMI, FL",10674513186,7176271902,1804547305,"2014-12","2014"," FL","Miami","12086","Miami-Dade"
"221","5202","KEY WEST, FL",33614879,8584604,2386382,"2014-12","2014"," FL","Key West","12087","Monroe"
"222","5203","PORT EVERGLADES, FL",13626978551,8609097122,1661907655,"2014-12","2014"," FL","Port Everglades","12011","Broward"
"223","5204","WEST PALM BEACH, FL",2011663518,1365697018,469266298,"2014-12","2014"," FL","West Palm Beach","12099","Palm Beach"
"224","5205","FORT PIERCE, FL",66141994,740328,198637,"2014-12","2014"," FL","Fort Pierce","12111","St. Lucie"
"225","5301","HOUSTON, TX",92033059014,29007520145,10222793199,"2014-12","2014"," TX","Houston","48339","Montgomery"
"226","5306","TEXAS CITY, TX",8803583430,426420728,301050546,"2014-12","2014"," TX","Texas City","48071","Chambers"
"227","5310","GALVESTON, TX",3984283431,243073159,54453147,"2014-12","2014"," TX","Galveston","48167","Galveston"
"228","5311","FREEPORT, TX",2695103252,431466521,444382601,"2014-12","2014"," TX","Freeport","48039","Brazoria"
"229","5312","CORPUS CHRISTI, TX",12087979101,973878067,1717124216,"2014-12","2014"," TX","Corpus Christi","48409","San Patricio"
"230","5313","PORT LAVACA, TX",819995620,19505158,93173554,"2014-12","2014"," TX","Port Lavaca","48057","Calhoun"
"231","5401","WASHINGTON, DC",5417981236,5339382,2363159,"2014-12","2014"," DC","Washington","51013","Arlington"
"232","5402","ALEXANDRIA, VA",78904687,242074,828899,"2014-12","2014"," VA","Alexandria","51059","Fairfax"
"233","0101","PORTLAND, ME",227733907,57783959,20624038,"2014-12","2014"," ME","Portland","23005","Cumberland"
"234","0102","BANGOR, ME",1248936279,0,0,"2014-12","2014"," ME","Bangor","23019","Penobscot"
"235","0103","EASTPORT, ME",154003017,216630,390026,"2014-12","2014"," ME","Eastport","23029","Washington"
"236","0105","VANCEBORO, ME",50518200,0,0,"2014-12","2014"," ME","Vanceboro","23029","Washington"
"237","0106","HOULTON, ME",1076122809,0,0,"2014-12","2014"," ME","Houlton","23003","Aroostook"
"238","0107","FORT FAIRFIELD, ME",13813709,0,0,"2014-12","2014"," ME","Fort Fairfield","23003","Aroostook"
"239","0108","VAN BUREN, ME",24459755,0,0,"2014-12","2014"," ME","Van Buren","23003","Aroostook"
"240","0109","MADAWASKA, ME",44662551,0,0,"2014-12","2014"," ME","Madawaska","23003","Aroostook"
"241","0110","FORT KENT, ME",6716539,0,0,"2014-12","2014"," ME","Fort Kent","23003","Aroostook"
"242","0111","BATH, ME",661171,0,0,"2014-12","2014"," ME","Bath","23005","Cumberland"
"243","0112","BAR HARBOR, ME",1506476,7000,1100,"2014-12","2014"," ME","Bar Harbor","23009","Hancock"
"244","0115","CALAIS, ME",1848522133,5817300,1760695,"2014-12","2014"," ME","Calais","23029","Washington"
"245","0118","LIMESTONE, ME",4318336,0,0,"2014-12","2014"," ME","Limestone","23003","Aroostook"
"246","0121","ROCKLAND, ME",375324,14573,18044,"2014-12","2014"," ME","Rockland","23013","Knox"
